image_path,image_score,image_level_label
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0012.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0022.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0027.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0029.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0033.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0044.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0048.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0069.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0078.TIF,0.5696460008621216,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0079.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0086.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0093.TIF,0.5339550971984863,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0100.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0122.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0131.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0173.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0178.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0183.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0219.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0243.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0247.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0251.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0257.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0269.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0308.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0331.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0340.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0344.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0357.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0405.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0414.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0445.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0451.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0454.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0478.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0499.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0500.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0519.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0520.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0522.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0526.TIF,0.49424540996551514,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0549.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0550.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0551.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0556.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0558.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0581.TIF,0.49419423937797546,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0583.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0588.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0590.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0602.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0607.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0622.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0638.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Canon_60D_Tp_DPP0648.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r02354285t.TIF,0.5669270157814026,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r07ece355t.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r09696ba3t.TIF,0.569926917552948,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r0d8d62edt.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r0e661e0dt.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r0fbd0c71t.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r1d679eaet.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r1e3303ebt.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r22470921t.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r2410fbc3t.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r2db3db79t.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r36610622t.TIF,0.4941941797733307,1
/data0/lzb-change-vmunet/FinalTest_Korus/images/Nikon_D7000_Tp_r37798f5bt.TIF,0.4941941797733307,1
